Word,Sentiment
abstruse,0
abstrusely,0
abstruseness,0
absurd,0
absurder,0
absurdest,0
absurdity,0
absurdly,0
absurdness,0
abundance,1
abundant,1
abundantly,0
abuse,-1
abused,-1
abuser,0
abusing,-1
abusive,-1
abusively,-1
abusiveness,-1
abusivenesses,0
abut,0
abutment,0
abuts,0
abutted,0
abutting,0
abuzz,0
abysmal,0
abysmally,0
abyss,0
abyssal,0
acacia,0
academe,0
academia,0
academic,0
academically,0
academician,0
academy,0
acanthus,0
accede,0
acceded,0
accedes,0
acceding,0
accelerant,0
accelerate,0
accelerated,0
accelerates,0
accelerating,0
acceleration,0
accelerator,0
accelerometer,0
accent,0
accented,0
accenting,0
accentual,0
accentuate,0
accentuated,0
accentuates,0
accentuating,0
accentuation,0
accept,0
acceptability,0
acceptable,0
acceptableness,0
acceptably,0
acceptance,0
acceptation,0
accepted,0
accepting,0
acceptor,0
accepts,0
access,0
accessed,0
accessibility,0
accessible,0
accessibly,0
accessing,0
accession,0
accessorize,0
accessory,0
accessways,0
accident,-1
accidental,-1
accidentally,-1
acclaim,0
acclaimed,1
acclaiming,0
acclamation,0
acclimate,0
acclimated,0
acclimates,0
acclimating,0
acclimation,0
acclimatization,0
acclimatize,0
acclimatized,0
acclimatizes,0
acclimatizing,0
acclivity,0
accolade,0
accommodate,0
accommodated,0
accommodates,0
accommodating,0
accommodatingly,0
accommodation,0
accommodative,0
accompanied,0
accompanies,0
accompaniment,0
accompanist,0
accompany,0
accompanying,0
accomplice,0
accomplish,1
accomplished,1
accomplishes,1
accomplishing,1
accomplishment,1
accord,0
accordance,0
accordant,0
accorded,0
according,0
accordingly,0
accordion,0
accordionist,0
accost,0
accosted,0
accosting,0
accosts,0
account,0
accountability,0
accountable,0
accountancy,0
accountant,0
accounted,0
accountholder,0
accountholders,0
accounting,0
accouter,0
accoutered,0
accoutering,0
accouterment,0
accouters,0
accoutre,0
accoutred,0
accoutrement,0
accoutres,0
accoutring,0
accredit,0
accreditation,0
accredited,0
accrediting,0
accreditor,0
accreditors,0
accredits,0
accretable,0
accrete,0
accreted,0
accretes,0
accreting,0
accretion,0
accretionary,0
accretive,0
accretively,0
accretiveness,0
accruable,0
accrual,0
accrue,0
accrued,0
accrues,0
accruing,0
acculturate,0
acculturated,0
acculturates,0
acculturating,0
acculturation,0
accumulate,0
accumulated,0
accumulates,0
accumulating,0
accumulation,0
accumulative,0
accumulator,0
accuracy,0
accurate,0
accurately,0
accurateness,0
accuratenesses,0
accursed,0
accursedness,0
accursednesses,0
accurst,0
accusation,-1
accusative,0
accusatory,0
accuse,-1
accused,-1
accuser,0
accuses,-1
accusing,-1
accusingly,0
accustom,0
accustomed,0
accustoming,0
accustoms,0
ace,0
aced,0
acerbate,0
acerbated,0
acerbates,0
acerbating,0
acerbic,0
acerbically,0
acerbity,0
acetaminophen,0
acetate,0
acetic,0
acetone,0
acetonic,0
acetylene,0
ache,0
ached,0
achene,0
achier,0
achiest,0
achievability,0
achievable,0
achieve,1
achieveable,0
achieved,1
achievement,1
achiever,0
achieves,1
achieving,1
aching,0
achoo,0
achoos,0
achromatic,0
achy,0
acid,0
acidic,0
acidified,0
acidifies,0
acidify,0
acidifying,0
acidity,0
acidly,0
acidoses,0
acidosis,0
acidulous,0
acing,0
acknowledge,0
acknowledged,0
acknowledgement,0
acknowledges,0
acknowledging,0
acknowledgment,0
acme,0
acne,0
acolyte,0
aconite,0
acorn,0
acoustic,0
acoustical,0
acoustically,0
acquaint,0
acquaintance,0
acquaintanceship,0
acquainted,0
acquainting,0
acquaints,0
acquiesce,-1
acquiesced,-1
acquiescence,0
acquiescent,0
acquiescently,0
acquiesces,-1
acquiescing,-1
acquirable,0
acquire,0
acquired,0
acquiree,0
acquirees,0
acquirement,0
acquirer,0
acquires,0
acquiring,0
acquiror,0
acquirors,0
acquisition,0
acquisitional,0
acquisitive,0
acquisitively,0
acquisitiveness,0
acquit,-1
acquits,-1
acquittal,-1
acquittance,0
acquitted,-1
acquitting,-1
acre,0
acreage,0
acrid,0
acrider,0
acridest,0
acridity,0
acridly,0
acridness,0
acrimonious,0
acrimoniously,0
acrimoniousness,0
acrimoniousnesses,0
acrimony,0
acrobat,0
acrobatic,0
acrobatically,0
acrobatics,0
acronym,0
acrophobia,0
acropolis,0
across,0
acrostic,0
acrylic,0
act,0
acted,0
acting,0
actinium,0
action,0
actionable,0
actioned,0
activate,0
activated,0
activates,0
activating,0
activation,0
activator,0
active,0
actively,0
activeness,0
activewear,0
activism,0
activist,0
activity,0
actor,0
actress,0
actual,0
actuality,0
actualization,0
actualize,0
actualized,0
actualizes,0
actualizing,0
actually,0
actuals,0
actuarial,0
actuarially,0
actuary,0
actuate,0
actuated,0
actuates,0
actuating,0
actuation,0
actuator,0
acuity,0
acumen,0
acupressure,0
acupuncture,0
acupuncturist,0
acupuncturists,0
acute,0
acutely,0
acuteness,0
acuter,0
acutest,0
acyclical,0
acyclovir,0
ad,0
adage,0
adagio,0
adamant,0
adamantly,0
adapt,0
adaptability,0
adaptable,0
adaptation,0
adapted,0
adapter,0
adapting,0
adaption,0
adaptive,0
adaptor,0
adapts,0
add,0
addable,0
addback,0
addbacks,0
added,0
addend,0
addendum,0
adder,0
addible,0
addict,0
addicted,0
addicting,0
addiction,0
addictive,0
adding,0
addition,0
additional,0
additionally,0
additive,0
addle,0
addled,0
addles,0
addling,0
address,0
addressable,0
addressed,0
addressee,0
addressing,0
addressor,0
adduce,0
adduced,0
adduces,0
adducing,0
adenine,0
adenoid,0
adenoidal,0
adept,0
adeptly,0
adeptness,0
adequacy,0
adequate,0
adequately,1
adequateness,0
adhere,0
adhered,0
adherence,0
adherent,0
adheres,0
adhering,0
adhesion,0
adhesive,0
adhesiveness,0
adieu,0
adios,0
adipose,0
adjacency,0
adjacent,0
adjacently,0
adjectival,0
adjectivally,0
adjective,0
adjoin,0
adjoined,0
adjoining,0
adjoins,0
adjourn,0
adjourned,0
adjourning,0
adjournment,0
adjourns,0
adjudge,0
adjudged,0
adjudges,0
adjudging,0
adjudicate,0
adjudicated,0
adjudicates,0
adjudicating,0
adjudication,0
adjudicative,0
adjudicator,0
adjudicatory,0
adjunct,0
adjunctive,0
adjuration,0
adjure,0
adjured,0
adjures,0
adjuring,0
adjust,0
adjustability,0
adjustable,0
adjustables,0
adjusted,0
adjuster,0
adjusting,0
adjustment,0
adjustor,0
adjusts,0
adjutant,0
adjuvant,0
adman,0
administer,0
administered,0
administering,0
administers,0
administrate,0
administrated,0
administrates,0
administrating,0
administration,0
administrative,0
administratively,0
administrator,0
admirable,0
admirably,0
admiral,0
admiralty,0
admiration,0
admire,0
admired,0
admirer,0
admires,0
admiring,0
admiringly,0
admissibility,0
admissible,0
admissibly,0
admission,0
admit,0
admits,0
admittance,0
admitted,0
admittedly,0
admitting,0
admix,0
admixed,0
admixes,0
admixing,0
admixture,0
admonish,0
admonished,0
admonishes,0
admonishing,0
admonishment,0
admonition,0
admonitory,0
ado,0
adobe,0
adolescence,0
adolescent,0
adopt,0
adoptable,0
adopted,0
adopter,0
adopting,0
adoption,0
adoptive,0
adopts,0
adorable,0
adorableness,0
adorably,0
adoration,0
adore,0
adored,0
adorer,0
adores,0
adoring,0
adoringly,0
adorn,0
adorned,0
adorning,0
adornment,0
adorns,0
adrenal,0
adrenalin,0
adrenaline,0
adrift,0
adroit,0
adroitly,0
adroitness,0
adsorb,0
adsorbed,0
adsorbent,0
adsorbing,0
adsorbs,0
adsorption,0
adulate,0
adulated,0
adulates,0
adulating,0
adulation,0
adulator,0
adulatory,0
adult,0
adulterant,0
adulterate,-1
adulterated,-1
adulterates,0
adulterating,-1
adulteration,-1
adulterer,0
adulteress,0
adulterous,0
adultery,0
adulthood,0
adumbrate,0
adumbrated,0
adumbrates,0
adumbrating,0
adumbration,0
advance,1
advanced,0
advancement,1
advancing,1
advantage,1
advantaged,1
advantageous,1
advantageously,1
advantaging,0
advent,0
adventitious,0
adventitiously,0
adventure,0
adventured,0
adventurer,0
adventuresome,0
adventuress,0
adventuring,0
adventurous,0
adventurously,0
adventurousness,0
adverb,0
adverbial,0
adverbially,0
adversarial,-1
adversary,-1
adverse,-1
adversely,-1
adverseness,0
adversenesses,0
adverser,0
adversest,0
adversity,-1
advert,0
adverted,0
adverting,0
advertise,0
advertised,0
advertisement,0
advertiser,0
advertises,0
advertising,0
advertize,0
advertized,0
advertizement,0
advertizes,0
advertizing,0
advertorial,0
advice,0
advisability,0
advisable,0
advisably,0
advise,0
advised,0
advisedly,0
advisement,0
adviser,0
advises,0
advising,0
advisor,0
advisory,0
advocacy,0
advocate,0
advocated,0
advocating,0
adware,0
adwords,0
adz,0
adze,0
aegis,0
aeon,0
aerate,0
aerated,0
aerates,0
aerating,0
aeration,0
aerator,0
aerial,0
aerialist,0
aerially,0
aerie,0
aerier,0
aeriest,0
aerobatic,0
aerobatics,0
aerobic,0
aerobically,0
aerobics,0
aerodrome,0
aerodynamic,0
aerodynamically,0
aerodynamics,0
aeronautic,0
aeronautical,0
aeronautics,0
aeroplane,0
aerosol,0
aerosolized,0
aerospace,0
aerostructures,0
aery,0
aesthete,0
aesthetic,0
aesthetically,0
aestheticism,0
aestheticisms,0
afar,0
affability,0
affable,0
affably,0
affair,0
affect,0
affectation,0
affected,0
affectedly,0
affecting,0
affectingly,0
affection,0
affectionate,0
affectionately,0
affective,0
affectively,0
afferent,0
affiance,0
affianced,0
affiances,0
affiancing,0
affidavit,0
affiliate,0
affiliated,0
affiliating,0
affiliation,0
affinity,0
affirm,0
affirmance,0
affirmation,0
affirmative,0
affirmatively,0
affirmed,0
affirming,0
affirms,0
affix,0
affixation,0
affixed,0
affixing,0
afflatus,0
afflict,0
afflicted,0
afflicting,0
affliction,0
afflicts,0
affluence,0
affluent,0
affluently,0
afford,0
affordability,0
affordable,0
affordably,0
afforded,0
affording,0
affords,0
afforest,0
afforestation,0
afforested,0
afforesting,0
afforests,0
affray,0
affreightment,0
affront,0
affronted,0
affronting,0
afghan,0
aficionado,0
afield,0
afire,0
aflame,0
afloat,0
aflutter,0
afoot,0
aforedescribed,0
aforementioned,0
aforesaid,0
aforestated,0
aforethought,0
afoul,0
afraid,0
afresh,0
aft,0
after,0
afterbirth,0
afterburner,0
aftercare,0
aftereffect,0
afterglow,0
afterimage,0
afterlife,0
afterlives,0
aftermarket,0
aftermarkets,0
aftermath,-1
afternoon,0
aftershave,0
aftershaves,0
aftershock,0
aftertaste,0
aftertax,0
afterthought,0
aftertreatment,0
afterward,0
afterwards,0
afterword,0
afterwords,0
again,0
against,-1
agapae,0
agapai,0
agape,0
agar,0
agate,0
agave,0
age,0
aged,0
ageing,0
ageism,0
ageist,0
ageists,0
ageless,0
agelessly,0
agelessness,0
agency,0
agenda,0
agent,0
ageratum,0
agglomerate,0
agglomerated,0
agglomerating,0
agglomeration,0
agglutinate,0
agglutinated,0
agglutinates,0
agglutinating,0
agglutination,0
aggrandize,0
aggrandized,0
aggrandizement,0
aggrandizes,0
aggrandizing,0
aggravate,-1
aggravated,-1
aggravates,-1
aggravating,-1
aggravatingly,0
aggravation,-1
aggregate,0
aggregated,0
aggregating,0
aggregation,0
aggregator,0
aggression,0
aggressive,0
aggressively,0
aggressiveness,0
aggressor,0
aggrieve,0
aggrieved,0
aggrieves,0
aggrieving,0
aghast,0
agile,0
agilely,0
agiler,0
agilest,0
agility,0
aging,0
agitate,0
agitated,0
agitates,0
agitating,0
agitation,0
agitator,0
agitprop,0
agleam,0
aglitter,0
aglow,0
agnostic,0
agnosticism,0
ago,0
agog,0
agonist,0
agonize,0
agonized,0
agonizes,0
agonizing,0
agonizingly,0
agony,0
agoraphobia,0
agoraphobic,0
agoraphobics,0
agrarian,0
agrarianism,0
agrarianisms,0
agrarians,0
agree,0
agreeable,0
agreeableness,0
agreeably,0
agreed,0
agreeing,0
agreement,0
agrees,0
agribusiness,0
agrichemical,0
agricultural,0
agriculturalist,0
agriculturally,0
agriculturals,0
agriculture,0
agriculturist,0
agrochemical,0
agrochemicals,0
agronomic,0
agronomics,0
agronomist,0
agronomy,0
aground,0
ague,0
ah,0
aha,0
ahead,0
ahem,0
ahoy,0
aid,0
aide,0
aided,0
aiding,0
aigrette,0
ail,0
ailed,0
aileron,0
ailing,0
ailment,0
aim,0
aimed,0
aiming,0
aimless,0
aimlessly,0
aimlessness,0
air,0
airbag,0
airbags,0
airbase,0
airbases,0
airborne,0
airbrush,0
airbrushed,0
airbrushing,0
airbus,0
aircraft,0
airdrop,0
airdropped,0
airdropping,0
aired,0
airfare,0
airfield,0
airflow,0
airfoil,0
airframe,0
airfreight,0
airfreights,0
airhead,0
airier,0
airiest,0
airily,0
airiness,0
airing,0
airless,0
airlessness,0
airlessnesses,0
airlift,0
airlifted,0
airlifting,0
airline,0
airliner,0
airlock,0
airmail,0
airmailed,0
airmailing,0
airman,0
airplane,0
airplay,0
airplays,0
airport,0
airship,0
airsick,0
airsickness,0
airspace,0
airstrike,0
airstrikes,0
airstrip,0
airtight,0
airtime,0
airtimes,0
airwave,0
airway,0
airworthier,0
airworthiest,0
airworthiness,0
airworthy,0
airy,0
aisle,0
aitch,0
aitches,0
ajar,0
akimbo,0
akin,0
ala,0
alabaster,0
alack,0
alacrity,0
alarm,0
alarmed,0
alarming,0
alarmingly,0
alarmist,0
alb,0
albacore,0
albatross,0
albeit,0
albinism,0
albino,0
album,0
albumen,0
albumin,0
albuminous,0
alchemist,0
alchemy,0
alcohol,0
alcoholic,0
alcoholically,0
alcoholism,0
alcove,0
alder,0
alderman,0
alderwoman,0
alderwomen,0
ale,0
aleatory,0
alehouse,0
alembic,0
alert,0
alerted,-1
alerting,-1
alertly,0
alertness,0
alewife,0
alfalfa,0
alfresco,0
alga,0
algae,0
algal,0
algebra,0
algebraic,0
algebraically,0
algorithm,0
algorithmic,0
algorithmically,0
alias,0
aliased,0
aliasing,0
alibi,0
alibied,0
alibiing,0
alien,0
alienable,0
alienate,-1
alienated,-1
alienates,-1
alienating,-1
alienation,-1
aliened,0
alienist,0
alight,0
alighted,0
alighting,0
alights,0
align,0
aligned,0
aligner,0
aligners,0
aligning,0
alignment,0
aligns,0
alike,0
aliment,0
alimentary,0
alimented,0
alimenting,0
alimony,0
aline,0
alined,0
alinement,0
alines,0
alining,0
alit,0
alive,0
aliveness,0
aliyah,0
alkali,0
alkaline,0
alkalinity,0
alkalize,0
alkalized,0
alkalizes,0
alkalizing,0
alkaloid,0
alkyd,0
all,0
allay,0
allayed,0
allaying,0
allays,0
allegation,-1
allege,-1
alleged,-1
allegedly,-1
alleges,-1
allegiance,0
alleging,-1
allegoric,0
allegorical,0
allegorically,0
allegorist,0
allegorists,0
allegory,0
allegretto,0
allegro,0
allele,0
alleluia,0
alleluias,0
allergen,0
allergenic,0
allergic,0
allergically,0
allergist,0
allergy,0
alleviate,0
alleviated,0
alleviates,0
alleviating,0
alleviation,0
alley,0
alleyway,0
alliance,1
allied,0
alligator,0
alliterate,0
alliterated,0
alliterates,0
alliterating,0
alliteration,0
alliterative,0
alliteratively,0
allocable,0
allocate,0
allocated,0
allocates,0
allocating,0
allocation,0
allocator,0
allogeneic,0
allograft,0
allot,0
allotment,0
allots,0
allotted,0
allotting,0
allover,0
allow,0
allowability,0
allowable,0
allowables,0
allowably,0
allowance,0
allowed,0
allowing,0
allows,0
alloy,0
alloyed,0
alloying,0
alls,0
allspice,0
allude,0
alluded,0
alludes,0
alluding,0
allure,0
allured,0
allurement,0
alluring,0
alluringly,0
allusion,0
allusive,0
allusively,0
allusiveness,0
alluvial,0
alluvials,0
alluvium,0
ally,0
allying,0
almanac,0
almighty,0
almond,0
almoner,0
almost,0
alms,0
almshouse,0
almshouses,0
aloe,0
aloft,0
aloha,0
alone,0
along,0
alongshore,0
alongside,0
aloof,0
aloofly,0
aloofness,0
aloud,0
alp,0
alpaca,0
alpha,0
alphabet,0
alphabetic,0
alphabetical,0
alphabetically,0
alphabetization,0
alphabetize,0
alphabetized,0
alphabetizer,0
alphabetizes,0
alphabetizing,0
alphanumeric,0
alphanumerical,0
alphanumerically,0
alpine,0
already,0
alright,0
also,0
altar,0
altarpiece,0
alter,0
alterable,0
alteration,0
altercation,0
altered,0
altering,0
alternate,0
alternated,0
alternately,0
alternating,0
alternation,0
alternative,0
alternatively,0
alternator,0
alters,0
altho,0
although,0
altimeter,0
altitude,0
alto,0
altogether,0
altruism,0
altruist,0
altruistic,0
altruistically,0
alum,0
alumina,0
aluminium,0
aluminized,0
aluminum,0
alumna,0
alumnus,0
always,0
am,0
amalgam,0
amalgamate,0
amalgamated,0
amalgamates,0
amalgamating,0
amalgamation,0
amanuensis,0
amaranth,0
amaretto,0
amaryllis,0
amass,0
amassed,0
amasses,0
amassing,0
amateur,0
amateurish,0
amateurishly,0
amateurishness,0
amateurism,0
amatory,0
amaze,0
amazed,0
amazement,0
amazes,0
amazing,0
amazingly,0
amazon,0
amazonian,0
ambassador,0
ambassadorial,0
ambassadorship,0
ambassadress,0
amber,0
ambergris,0
ambiance,0
ambidexterity,0
ambidextrous,0
ambidextrously,0
ambience,0
ambient,0
ambiguity,0
ambiguous,0
ambiguously,0
ambition,0
ambitious,0
ambitiously,0
ambitiousness,0
ambivalence,0
ambivalent,0
ambivalently,0
amble,0
ambled,0
ambler,0
ambling,0
ambrosia,0
ambrosial,0
ambulance,0
ambulant,0
ambulate,0
ambulated,0
ambulates,0
ambulating,0
ambulation,0
ambulatory,0
ambuscade,0
ambuscaded,0
ambuscading,0
ambush,0
ambushed,0
ambushing,0
ameba,0
amebic,0
ameboid,0
ameliorate,0
ameliorated,0
ameliorates,0
ameliorating,0
amelioration,0
ameliorative,0
amen,0
amenability,0
amenable,0
amenably,0
amend,0
amendable,0
amendatory,0
amended,0
amending,0
amendment,0
amends,0
amenity,0
amerce,0
amerced,0
amercement,0
amerces,0
amercing,0
americium,0
amethyst,0
amiability,0
amiable,0
amiably,0
amicability,0
amicable,0
amicably,0
amid,0
amide,0
amidships,0
amidst,0
amigo,0
amino,0
amir,0
amiss,0
amity,0
ammeter,0
ammo,0
ammonia,0
ammonium,0
ammunition,0
amnesia,0
amnesiac,0
amnesic,0
amnestied,0
amnesty,0
amnestying,0
amniocentesis,0
amnion,0
amniotic,0
amoeba,0
amoebic,0
amok,0
among,0
amongst,0
amontillado,0
amoral,0
amorality,0
amorally,0
amoritization,0
amorous,0
amorously,0
amorousness,0
amorphous,0
amorphously,0
amorphousness,0
amorphousnesses,0
amortisation,0
amortised,0
amortizable,0
amortization,0
amortize,0
amortized,0
amortizes,0
amortizing,0
amount,0
amounted,0
amounting,0
amour,0
amp,0
amperage,0
ampere,0
ampersand,0
amphetamine,0
amphibian,0
amphibious,0
amphibiously,0
amphitheater,0
amphitheatre,0
amphora,0
amping,0
ample,0
ampler,0
amplest,0
amplification,0
amplified,0
amplifier,0
amplifies,0
amplify,0
amplifying,0
amplitude,0
amply,0
ampoule,0
ampul,0
ampule,0
amputate,0
amputated,0
amputates,0
amputating,0
amputation,0
amputee,0
amuck,0
amulet,0
amuse,0
amused,0
amusement,0
amuses,0
amusing,0
amusingly,0
amylase,0
an,0
anabolism,0
anachronism,0
anachronistic,0
anachronistically,0
anaconda,0
anaemia,0
anaemic,0
anaerobe,0
anaerobic,0
anaerobically,0
anaesthesia,0
anaesthetic,0
anaesthetist,0
anaesthetize,0
anaesthetized,0
anaesthetizes,0
anaesthetizing,0
anagram,0
anal,0
analgesia,0
analgesic,0
anally,0
analog,0
analogical,0
analogically,0
analogize,0
analogized,0
analogizes,0
analogizing,0
analogous,0
analogously,0
analogousness,0
analogousnesses,0
analogue,0
analogy,0
analysand,0
analyse,0
analysed,0
analysing,0
analysis,0
analyst,0
analytic,0
analytical,0
analytically,0
analytics,0
analyzable,0
analyze,0
analyzed,0
analyzer,0
analyzes,0
analyzing,0
anapaest,0
anapest,0
anapestic,0
anapestics,0
anarchic,0
anarchically,0
anarchism,0
anarchist,0
anarchistic,0
anarchy,0
anathema,0
anathematize,0
anathematized,0
anathematizes,0
anathematizing,0
anatomic,0
anatomical,0
anatomically,0
anatomist,0
anatomize,0
anatomized,0
anatomizes,0
anatomizing,0
anatomy,0
ancestor,0
ancestral,0
ancestrally,0
ancestress,0
ancestry,0
anchor,0
anchorage,0
anchored,0
anchoring,0
anchorite,0
anchorman,0
anchorperson,0
anchorwoman,0
anchorwomen,0
anchovy,0
ancient,0
ancienter,0
ancientest,0
anciently,0
ancientness,0
ancillaries,0
ancillary,0
and,0
andante,0
andiron,0
androgen,0
androgenic,0
androgynous,0
androgyny,0
android,0
anecdota,0
anecdotal,0
anecdote,0
anemia,0
anemic,0
anemically,0
anemometer,0
anemone,0
anent,0
anesthesia,0
anesthesiologist,0
anesthesiology,0
anesthetic,0
anesthetist,0
anesthetization,0
anesthetizations,0
anesthetize,0
anesthetized,0
anesthetizes,0
anesthetizing,0
aneurism,0
aneurysm,0
anew,0
angel,0
angelfish,0
angelic,0
angelica,0
angelical,0
angelically,0
anger,0
angered,0
angering,0
angina,0
angioedema,0
angiogenesis,0
angioplasty,0
angiosperm,0
angle,0
angled,0
angler,0
angleworm,0
anglicize,0
anglicized,0
anglicizes,0
anglicizing,0
angling,0
angora,0
angrier,0
angriest,0
angrily,0
angry,0
angst,0
angstrom,0
anguish,0
anguished,0
anguishing,0
angular,0
angularity,0
anhydride,0
anhydrous,0
ani,0
aniline,0
animadversion,0
animadvert,0
animadverted,0
animadverting,0
animadverts,0
animal,0
animalcule,0
animate,0
animated,0
animatedly,0
animates,0
animating,0
animation,0
animator,0
animism,0
animist,0
animistic,0
animosity,0
animus,0
anion,0
anionic,0
anise,0
aniseed,0
anisette,0
ankh,0
ankhs,0
ankle,0
anklebone,0
anklet,0
annalist,0
annals,0
anneal,0
annealed,0
annealing,0
anneals,0
annelid,0
annex,0
annexation,0
annexe,0
annexed,0
annexing,0
annihilate,0
annihilated,0
annihilates,0
annihilating,0
annihilation,0
annihilator,0
anniversaried,0
anniversary,0
annotate,0
annotated,0
annotates,0
annotating,0
annotation,0
annotative,0
annotator,0
announce,0
announceable,0
announced,0
announcement,0
announcer,0
announces,0
announcing,0
annoy,-1
annoyance,-1
annoyed,-1
annoying,-1
annoyingly,0
annoys,-1
annual,0
annualization,0
annualize,0
annualized,0
annualizes,0
annualizing,0
annually,0
annuitant,0
annuitization,0
annuitizations,0
annuitize,0
annuitized,0
annuity,0
annul,-1
annular,0
annulled,-1
annulling,-1
annulment,-1
annuls,-1
annum,0
annunciation,0
anode,0
anodize,0
anodized,0
anodizes,0
anodizing,0
anodyne,0
anoint,0
anointed,0
anointing,0
anointment,0
anoints,0
anomalous,0
anomalously,0
anomaly,0
anon,0
anonymity,0
anonymized,0
anonymous,0
anonymously,0
anopheles,0
anorak,0
anorectic,0
anorexia,0
anorexic,0
another,0
answer,0
answerable,0
answerback,0
answered,0
answering,0
ant,0
antacid,0
antagonism,0
antagonist,0
antagonistic,0
antagonistically,0
antagonize,0
antagonized,0
antagonizes,0
antagonizing,0
antarctic,0
ante,0
anteater,0
antebellum,0
antecedence,0
antecedent,0
antechamber,0
anted,0
antedate,0
antedated,0
antedates,0
antedating,0
antediluvian,0
anteed,0
anteing,0
antelope,0
antenatal,0
antenna,0
anterior,0
anteroom,0
anthem,0
anther,0
anthill,0
anthologist,0
anthologize,0
anthologized,0
anthologizes,0
anthologizing,0
anthology,0
anthracite,0
anthrax,0
anthropocentric,0
anthropoid,0
anthropological,0
anthropologically,0
anthropologist,0
anthropology,0
anthropomorphic,0
anthropomorphically,0
anthropomorphism,0
anthropomorphous,0
anti,0
antiabortion,0
antiabortionist,0
antiabortionists,0
antiaging,0
antiaircraft,0
antibacterial,0
antibiotic,0
antibody,0
antibribery,0
antic,0
anticancer,0
antichrist,0
anticipate,0
anticipated,0
anticipates,0
anticipating,0
anticipation,0
anticipatory,0
anticlerical,0
anticlimactic,0
anticlimactically,0
anticlimax,0
anticline,0
anticlines,0
anticlockwise,0
anticoagulant,0
anticommunism,0
anticommunisms,0
anticommunist,0
anticommunists,0
anticompetitive,-1
anticorruption,0
anticyclone,0
anticyclonic,0
antidandruff,0
antidemocratic,0
antidepressant,0
antidilution,0
antidilutive,0
antidiscrimination,0
antidote,0
antidumping,0
antifascist,0
antifascists,0
antifraud,0
antifreeze,0
antifungal,0
antigen,0
antigenic,0
antigenicities,0
antigenicity,0
antihero,0
antihistamine,0
antikickback,0
antiknock,0
antilabor,0
antilogarithm,0
antimacassar,0
antimalarial,0
antimatter,0
antimicrobial,0
antimissile,0
antimony,0
antinuclear,0
